witness_id,home_borough,total_reports,reports_with_photo,avg_statement_certainty,preferred_report_channel
WIT_00000502,Queens,17,6,0.271,mobile_app
WIT_00000503,Queens,20,7,0.251,mobile_app
WIT_00000504,Manhattan,18,5,0.403,mobile_app
WIT_00000505,Manhattan,10,3,0.457,mobile_app
WIT_00000506,Queens,12,7,0.33,mobile_app
WIT_00000507,Brooklyn,16,3,0.4,mobile_app
WIT_00000508,Brooklyn,13,3,0.361,mobile_app
WIT_00000509,Manhattan,13,3,0.555,mobile_app
WIT_00000510,Queens,18,6,0.489,mobile_app
WIT_00000511,Brooklyn,15,4,0.171,mobile_app
WIT_00000512,Bronx,8,0,0.157,mobile_app
WIT_00000513,Brooklyn,18,3,0.294,social_media
WIT_00000514,Manhattan,16,5,0.251,mobile_app
WIT_00000515,Staten_Island,4,1,0.423,social_media
WIT_00000516,Staten_Island,3,1,0.449,police_scanner
WIT_00000517,Queens,12,5,0.179,mobile_app
WIT_00000518,Staten_Island,6,4,0.298,mobile_app
WIT_00000519,Bronx,17,5,0.235,mobile_app
WIT_00000520,Bronx,9,2,0.354,police_scanner
WIT_00000521,Bronx,10,4,0.257,mobile_app
WIT_00000522,Brooklyn,8,3,0.503,police_scanner
WIT_00000523,Queens,16,4,0.15,mobile_app
WIT_00000524,Bronx,17,7,0.297,mobile_app
WIT_00000525,Bronx,16,8,0.343,social_media
WIT_00000526,Brooklyn,13,2,0.123,mobile_app
WIT_00000527,Bronx,11,5,0.288,mobile_app
WIT_00000528,Manhattan,15,4,0.25,mobile_app
WIT_00000529,Brooklyn,20,8,0.233,mobile_app
WIT_00000530,Manhattan,15,4,0.135,mobile_app
WIT_00000531,Brooklyn,21,5,0.512,police_scanner
WIT_00000532,Manhattan,15,4,0.385,mobile_app
WIT_00000533,Manhattan,11,5,0.354,mobile_app
WIT_00000534,Queens,16,7,0.17,mobile_app
WIT_00000535,Bronx,12,7,0.561,social_media
WIT_00000536,Brooklyn,14,3,0.297,mobile_app
WIT_00000537,Brooklyn,18,6,0.385,mobile_app
WIT_00000538,Manhattan,11,4,0.243,camera_network
WIT_00000539,Brooklyn,16,7,0.367,mobile_app
WIT_00000540,Staten_Island,8,4,0.408,mobile_app
WIT_00000541,Queens,16,7,0.414,mobile_app
WIT_00000542,Bronx,10,3,0.502,mobile_app
WIT_00000543,Staten_Island,6,3,0.26,mobile_app
WIT_00000544,Brooklyn,21,9,0.248,mobile_app
WIT_00000545,Queens,16,3,0.214,police_scanner
WIT_00000546,Manhattan,19,13,0.163,mobile_app
WIT_00000547,Manhattan,13,5,0.449,mobile_app
WIT_00000548,Bronx,6,3,0.389,mobile_app
WIT_00000549,Staten_Island,3,1,0.312,social_media
WIT_00000550,Bronx,5,2,0.463,social_media
WIT_00000551,Brooklyn,12,4,0.486,mobile_app
WIT_00000552,Brooklyn,19,3,0.309,mobile_app
WIT_00000553,Queens,16,7,0.212,anonymous_tip
WIT_00000554,Manhattan,14,9,0.396,mobile_app
WIT_00000555,Staten_Island,6,3,0.378,camera_network
WIT_00000556,Brooklyn,20,10,0.418,mobile_app
WIT_00000557,Bronx,12,3,0.339,mobile_app
WIT_00000558,Manhattan,14,8,0.507,mobile_app
WIT_00000559,Brooklyn,12,4,0.555,mobile_app
WIT_00000560,Queens,14,5,0.181,mobile_app
WIT_00000561,Bronx,4,1,0.397,mobile_app
WIT_00000562,Staten_Island,9,4,0.406,mobile_app
WIT_00000563,Brooklyn,19,8,0.602,mobile_app
WIT_00000564,Staten_Island,4,2,0.422,mobile_app
WIT_00000565,Staten_Island,10,3,0.161,anonymous_tip
WIT_00000566,Queens,10,4,0.212,mobile_app
WIT_00000567,Manhattan,15,8,0.283,anonymous_tip
WIT_00000568,Bronx,6,3,0.33,mobile_app
WIT_00000569,Bronx,17,8,0.143,mobile_app
WIT_00000570,Manhattan,11,1,0.328,mobile_app
WIT_00000571,Manhattan,8,4,0.369,mobile_app
WIT_00000572,Manhattan,13,3,0.133,mobile_app
WIT_00000573,Manhattan,17,7,0.261,mobile_app
WIT_00000574,Manhattan,9,3,0.231,mobile_app
WIT_00000575,Queens,16,4,0.377,mobile_app
WIT_00000576,Queens,18,4,0.249,mobile_app
WIT_00000577,Bronx,13,7,0.406,mobile_app
WIT_00000578,Queens,14,4,0.332,mobile_app
WIT_00000579,Manhattan,20,9,0.352,mobile_app
WIT_00000580,Staten_Island,5,3,0.249,mobile_app
WIT_00000581,Staten_Island,7,3,0.314,camera_network
WIT_00000582,Queens,18,4,0.215,mobile_app
WIT_00000583,Manhattan,10,5,0.234,mobile_app
WIT_00000584,Bronx,16,4,0.425,mobile_app
WIT_00000585,Bronx,11,3,0.124,police_scanner
WIT_00000586,Manhattan,20,6,0.092,mobile_app
WIT_00000587,Manhattan,14,6,0.369,mobile_app
WIT_00000588,Manhattan,14,3,0.268,mobile_app
WIT_00000589,Queens,20,9,0.416,mobile_app
WIT_00000590,Bronx,9,4,0.533,mobile_app
WIT_00000591,Manhattan,14,7,0.514,mobile_app
WIT_00000592,Bronx,13,7,0.563,social_media
WIT_00000593,Manhattan,11,3,0.387,anonymous_tip
WIT_00000594,Brooklyn,12,3,0.315,anonymous_tip
WIT_00000595,Bronx,13,7,0.439,mobile_app
WIT_00000596,Manhattan,6,2,0.444,social_media
WIT_00000597,Brooklyn,20,5,0.364,mobile_app
WIT_00000598,Brooklyn,14,6,0.513,mobile_app
WIT_00000599,Brooklyn,25,5,0.273,mobile_app
WIT_00000600,Manhattan,10,5,0.216,mobile_app
WIT_00000601,Bronx,7,1,0.195,mobile_app
WIT_00000602,Bronx,12,3,0.275,police_scanner
WIT_00000603,Bronx,13,3,0.222,mobile_app
WIT_00000604,Brooklyn,26,10,0.443,mobile_app
WIT_00000605,Queens,16,10,0.486,mobile_app
WIT_00000606,Queens,10,0,0.251,mobile_app
WIT_00000607,Bronx,11,3,0.551,mobile_app
WIT_00000608,Manhattan,16,8,0.324,mobile_app
WIT_00000609,Manhattan,12,3,0.451,mobile_app
WIT_00000610,Staten_Island,14,3,0.518,mobile_app
WIT_00000611,Queens,13,7,0.403,mobile_app
WIT_00000612,Manhattan,12,4,0.397,mobile_app
WIT_00000613,Brooklyn,15,6,0.196,mobile_app
WIT_00000614,Brooklyn,18,4,0.442,mobile_app
WIT_00000615,Manhattan,20,7,0.48,mobile_app
WIT_00000616,Queens,8,2,0.474,mobile_app
WIT_00000617,Staten_Island,7,1,0.181,social_media
WIT_00000618,Brooklyn,15,6,0.437,mobile_app
WIT_00000619,Manhattan,18,7,0.196,mobile_app
WIT_00000620,Queens,9,6,0.295,mobile_app
WIT_00000621,Manhattan,23,12,0.291,mobile_app
WIT_00000622,Staten_Island,11,4,0.395,mobile_app
WIT_00000623,Manhattan,20,10,0.384,mobile_app
WIT_00000624,Queens,21,6,0.33,mobile_app
WIT_00000625,Manhattan,18,7,0.404,social_media
WIT_00000626,Manhattan,22,5,0.135,mobile_app
WIT_00000627,Brooklyn,13,6,0.585,mobile_app
WIT_00000628,Manhattan,19,8,0.394,mobile_app
WIT_00000629,Brooklyn,11,1,0.092,mobile_app
WIT_00000630,Queens,20,8,0.235,mobile_app
WIT_00000631,Manhattan,16,10,0.422,anonymous_tip
WIT_00000632,Queens,19,5,0.362,mobile_app
WIT_00000633,Queens,14,3,0.321,social_media
WIT_00000634,Staten_Island,4,2,0.27,mobile_app
WIT_00000635,Bronx,9,2,0.424,mobile_app
WIT_00000636,Bronx,11,4,0.211,mobile_app
WIT_00000637,Brooklyn,22,9,0.283,mobile_app
WIT_00000638,Manhattan,14,4,0.311,mobile_app
WIT_00000639,Manhattan,17,12,0.18,social_media
WIT_00000640,Manhattan,15,6,0.26,social_media
WIT_00000641,Staten_Island,9,3,0.349,mobile_app
WIT_00000642,Bronx,7,4,0.326,mobile_app
WIT_00000643,Manhattan,14,4,0.155,social_media
WIT_00000644,Queens,15,6,0.336,anonymous_tip
WIT_00000645,Staten_Island,6,3,0.562,mobile_app
WIT_00000646,Manhattan,12,4,0.443,mobile_app
WIT_00000647,Queens,10,5,0.443,mobile_app
WIT_00000648,Bronx,7,2,0.318,mobile_app
WIT_00000649,Bronx,11,3,0.55,mobile_app
WIT_00000650,Queens,17,8,0.453,mobile_app
WIT_00000651,Brooklyn,16,4,0.463,mobile_app
WIT_00000652,Brooklyn,16,7,0.266,mobile_app
WIT_00000653,Brooklyn,13,5,0.167,mobile_app
WIT_00000654,Queens,17,7,0.446,mobile_app
WIT_00000655,Manhattan,22,10,0.282,mobile_app
WIT_00000656,Queens,21,6,0.429,mobile_app
WIT_00000657,Queens,13,5,0.184,mobile_app
WIT_00000658,Bronx,20,6,0.493,mobile_app
WIT_00000659,Manhattan,17,4,0.295,mobile_app
WIT_00000660,Staten_Island,4,3,0.643,anonymous_tip
WIT_00000661,Queens,13,6,0.472,mobile_app
WIT_00000662,Brooklyn,14,6,0.543,mobile_app
WIT_00000663,Manhattan,15,5,0.477,mobile_app
WIT_00000664,Manhattan,18,5,0.366,mobile_app
WIT_00000665,Manhattan,18,2,0.511,mobile_app
WIT_00000666,Brooklyn,10,5,0.073,news_report
WIT_00000667,Queens,21,8,0.257,social_media
WIT_00000668,Brooklyn,15,8,0.498,social_media
WIT_00000669,Manhattan,10,6,0.325,mobile_app
WIT_00000670,Queens,6,0,0.116,mobile_app
WIT_00000671,Bronx,10,2,0.229,police_scanner
WIT_00000672,Manhattan,16,7,0.378,mobile_app
WIT_00000673,Brooklyn,17,6,0.209,mobile_app
WIT_00000674,Queens,18,10,0.284,mobile_app
WIT_00000675,Bronx,14,1,0.305,mobile_app
WIT_00000676,Brooklyn,18,4,0.297,mobile_app
WIT_00000677,Manhattan,15,8,0.206,anonymous_tip
WIT_00000678,Queens,12,2,0.154,mobile_app
WIT_00000679,Manhattan,19,10,0.285,mobile_app
WIT_00000680,Manhattan,11,4,0.419,mobile_app
WIT_00000681,Manhattan,17,10,0.171,social_media
WIT_00000682,Manhattan,22,7,0.247,mobile_app
WIT_00000683,Staten_Island,9,3,0.552,mobile_app
WIT_00000684,Queens,12,7,0.197,social_media
WIT_00000685,Brooklyn,20,8,0.399,mobile_app
WIT_00000686,Queens,16,7,0.399,mobile_app
WIT_00000687,Brooklyn,14,5,0.356,mobile_app
WIT_00000688,Queens,12,4,0.186,mobile_app
WIT_00000689,Brooklyn,17,5,0.198,mobile_app
WIT_00000690,Manhattan,17,4,0.229,police_scanner
WIT_00000691,Staten_Island,5,1,0.326,social_media
WIT_00000692,Queens,20,7,0.526,mobile_app
WIT_00000693,Queens,17,10,0.338,mobile_app
WIT_00000694,Manhattan,17,5,0.108,mobile_app
WIT_00000695,Staten_Island,1,0,0.213,anonymous_tip
WIT_00000696,Queens,11,3,0.285,police_scanner
WIT_00000697,Bronx,9,2,0.475,mobile_app
WIT_00000698,Staten_Island,7,3,0.327,mobile_app
WIT_00000699,Bronx,6,1,0.14,anonymous_tip
WIT_00000700,Queens,9,1,0.423,mobile_app
WIT_00000701,Manhattan,19,9,0.167,mobile_app
WIT_00000702,Manhattan,12,5,0.503,mobile_app
WIT_00000703,Manhattan,20,9,0.141,mobile_app
WIT_00000704,Manhattan,11,1,0.422,police_scanner
WIT_00000705,Queens,12,4,0.078,mobile_app
WIT_00000706,Staten_Island,6,3,0.294,mobile_app
WIT_00000707,Staten_Island,7,3,0.326,mobile_app
WIT_00000708,Manhattan,13,4,0.429,mobile_app
WIT_00000709,Manhattan,3,0,0.577,mobile_app
WIT_00000710,Manhattan,15,3,0.417,anonymous_tip
WIT_00000711,Brooklyn,18,7,0.38,social_media
WIT_00000712,Staten_Island,8,3,0.116,camera_network
WIT_00000713,Queens,16,6,0.555,mobile_app
WIT_00000714,Manhattan,21,8,0.514,mobile_app
WIT_00000715,Manhattan,10,3,0.432,mobile_app
WIT_00000716,Brooklyn,13,8,0.435,mobile_app
WIT_00000717,Queens,9,3,0.388,camera_network
WIT_00000718,Queens,20,7,0.497,mobile_app
WIT_00000719,Manhattan,21,8,0.364,mobile_app
WIT_00000720,Manhattan,17,5,0.182,mobile_app
WIT_00000721,Brooklyn,19,5,0.321,anonymous_tip
WIT_00000722,Brooklyn,14,7,0.347,police_scanner
WIT_00000723,Queens,15,6,0.488,mobile_app
WIT_00000724,Brooklyn,18,4,0.555,mobile_app
WIT_00000725,Queens,12,4,0.45,mobile_app
WIT_00000726,Brooklyn,18,5,0.09,mobile_app
WIT_00000727,Staten_Island,9,4,0.32,social_media
WIT_00000728,Manhattan,16,5,0.384,anonymous_tip
WIT_00000729,Bronx,12,4,0.142,mobile_app
WIT_00000730,Queens,17,6,0.244,mobile_app
WIT_00000731,Brooklyn,18,7,0.333,mobile_app
WIT_00000732,Manhattan,15,6,0.182,mobile_app
WIT_00000733,Queens,15,7,0.373,mobile_app
WIT_00000734,Queens,21,7,0.226,mobile_app
WIT_00000735,Brooklyn,17,7,0.532,mobile_app
WIT_00000736,Manhattan,18,9,0.216,mobile_app
WIT_00000737,Queens,6,1,0.236,anonymous_tip
WIT_00000738,Queens,10,5,0.59,mobile_app
WIT_00000739,Brooklyn,13,5,0.352,police_scanner
WIT_00000740,Bronx,8,3,0.606,mobile_app
WIT_00000741,Bronx,8,1,0.305,camera_network
WIT_00000742,Manhattan,18,10,0.315,social_media
WIT_00000743,Bronx,14,3,0.464,mobile_app
WIT_00000744,Queens,13,4,0.466,mobile_app
WIT_00000745,Staten_Island,8,3,0.376,police_scanner
WIT_00000746,Brooklyn,10,3,0.342,mobile_app
WIT_00000747,Queens,13,7,0.113,mobile_app
WIT_00000748,Queens,10,5,0.276,mobile_app
WIT_00000749,Bronx,6,3,0.434,anonymous_tip
WIT_00000750,Bronx,8,2,0.247,police_scanner
WIT_00000751,Manhattan,17,5,0.296,mobile_app
WIT_00000752,Brooklyn,13,3,0.48,mobile_app
WIT_00000753,Brooklyn,17,6,0.191,mobile_app
WIT_00000754,Brooklyn,13,7,0.498,mobile_app
WIT_00000755,Brooklyn,13,3,0.222,mobile_app
WIT_00000756,Queens,18,9,0.317,mobile_app
WIT_00000757,Queens,16,6,0.249,mobile_app
WIT_00000758,Manhattan,19,7,0.372,mobile_app
WIT_00000759,Queens,14,2,0.116,mobile_app
WIT_00000760,Manhattan,12,5,0.332,anonymous_tip
WIT_00000761,Bronx,12,8,0.361,mobile_app
WIT_00000762,Staten_Island,5,3,0.433,mobile_app
WIT_00000763,Brooklyn,23,7,0.267,mobile_app
WIT_00000764,Queens,10,5,0.175,mobile_app
WIT_00000765,Manhattan,13,2,0.348,mobile_app
WIT_00000766,Brooklyn,17,10,0.606,mobile_app
WIT_00000767,Bronx,10,3,0.154,mobile_app
WIT_00000768,Bronx,11,3,0.514,mobile_app
WIT_00000769,Staten_Island,7,1,0.256,mobile_app
WIT_00000770,Bronx,11,3,0.391,police_scanner
WIT_00000771,Manhattan,11,2,0.342,mobile_app
WIT_00000772,Bronx,7,2,0.268,mobile_app
WIT_00000773,Manhattan,16,6,0.371,mobile_app
WIT_00000774,Bronx,17,4,0.483,mobile_app
WIT_00000775,Manhattan,11,2,0.437,news_report
WIT_00000776,Manhattan,12,4,0.511,mobile_app
WIT_00000777,Manhattan,7,3,0.167,social_media
WIT_00000778,Queens,7,1,0.37,mobile_app
WIT_00000779,Manhattan,9,3,0.424,mobile_app
WIT_00000780,Brooklyn,14,5,0.277,mobile_app
WIT_00000781,Manhattan,8,0,0.27,police_scanner
WIT_00000782,Staten_Island,5,1,0.167,mobile_app
WIT_00000783,Brooklyn,17,6,0.394,mobile_app
WIT_00000784,Manhattan,15,7,0.271,mobile_app
WIT_00000785,Brooklyn,9,3,0.484,news_report
WIT_00000786,Queens,18,5,0.073,mobile_app
WIT_00000787,Manhattan,15,3,0.326,mobile_app
WIT_00000788,Queens,20,7,0.505,mobile_app
WIT_00000789,Staten_Island,6,2,0.41,mobile_app
WIT_00000790,Queens,9,2,0.226,police_scanner
WIT_00000791,Brooklyn,18,9,0.101,mobile_app
WIT_00000792,Queens,10,4,0.529,mobile_app
WIT_00000793,Queens,13,4,0.226,police_scanner
WIT_00000794,Staten_Island,7,0,0.254,police_scanner
WIT_00000795,Manhattan,14,4,0.485,mobile_app
WIT_00000796,Queens,15,4,0.45,mobile_app
WIT_00000797,Staten_Island,10,3,0.551,police_scanner
WIT_00000798,Manhattan,11,3,0.339,mobile_app
WIT_00000799,Manhattan,15,5,0.103,mobile_app
WIT_00000800,Queens,15,7,0.455,mobile_app
WIT_00000801,Bronx,15,4,0.236,mobile_app
WIT_00000802,Manhattan,19,9,0.353,mobile_app
WIT_00000803,Queens,15,5,0.137,mobile_app
WIT_00000804,Staten_Island,9,4,0.322,mobile_app
WIT_00000805,Queens,11,5,0.287,mobile_app
WIT_00000806,Manhattan,14,4,0.211,mobile_app
WIT_00000807,Brooklyn,13,7,0.303,social_media
WIT_00000808,Manhattan,13,5,0.367,anonymous_tip
WIT_00000809,Bronx,11,4,0.385,mobile_app
WIT_00000810,Staten_Island,8,4,0.529,social_media
WIT_00000811,Manhattan,15,7,0.432,mobile_app
WIT_00000812,Bronx,8,2,0.323,anonymous_tip
WIT_00000813,Brooklyn,16,5,0.523,mobile_app
WIT_00000814,Manhattan,11,5,0.432,mobile_app
WIT_00000815,Manhattan,11,2,0.328,mobile_app
WIT_00000816,Bronx,17,5,0.272,mobile_app
WIT_00000817,Brooklyn,19,7,0.331,mobile_app
WIT_00000818,Brooklyn,13,4,0.388,mobile_app
WIT_00000819,Brooklyn,12,3,0.086,mobile_app
WIT_00000820,Staten_Island,9,0,0.469,mobile_app
WIT_00000821,Brooklyn,14,5,0.415,mobile_app
WIT_00000822,Bronx,14,4,0.498,mobile_app
WIT_00000823,Manhattan,18,9,0.214,mobile_app
WIT_00000824,Brooklyn,19,8,0.314,police_scanner
WIT_00000825,Queens,7,4,0.269,mobile_app
WIT_00000826,Bronx,7,2,0.465,camera_network
WIT_00000827,Brooklyn,21,12,0.234,mobile_app
WIT_00000828,Manhattan,18,9,0.33,mobile_app
WIT_00000829,Brooklyn,17,6,0.291,social_media
WIT_00000830,Queens,10,3,0.232,anonymous_tip
WIT_00000831,Manhattan,16,5,0.363,mobile_app
WIT_00000832,Manhattan,19,5,0.417,mobile_app
WIT_00000833,Brooklyn,19,7,0.562,mobile_app
WIT_00000834,Brooklyn,13,6,0.301,mobile_app
WIT_00000835,Queens,15,8,0.48,social_media
WIT_00000836,Brooklyn,13,4,0.269,mobile_app
WIT_00000837,Queens,14,6,0.241,mobile_app
WIT_00000838,Staten_Island,3,1,0.177,social_media
WIT_00000839,Queens,15,4,0.178,mobile_app
WIT_00000840,Staten_Island,5,2,0.38,mobile_app
WIT_00000841,Queens,14,2,0.338,mobile_app
WIT_00000842,Bronx,12,5,0.338,mobile_app
WIT_00000843,Brooklyn,10,5,0.419,mobile_app
WIT_00000844,Queens,16,8,0.509,mobile_app
WIT_00000845,Manhattan,18,8,0.241,social_media
WIT_00000846,Queens,17,2,0.318,mobile_app
WIT_00000847,Manhattan,14,6,0.31,social_media
WIT_00000848,Staten_Island,4,3,0.226,social_media
WIT_00000849,Staten_Island,7,4,0.492,mobile_app
WIT_00000850,Brooklyn,15,5,0.382,mobile_app
WIT_00000851,Manhattan,24,3,0.28,mobile_app
WIT_00000852,Bronx,8,3,0.298,mobile_app
WIT_00000853,Queens,14,3,0.144,police_scanner
WIT_00000854,Queens,15,3,0.188,mobile_app
WIT_00000855,Staten_Island,8,4,0.231,mobile_app
WIT_00000856,Staten_Island,7,3,0.16,mobile_app
WIT_00000857,Bronx,13,9,0.53,police_scanner
WIT_00000858,Manhattan,13,2,0.232,police_scanner
WIT_00000859,Brooklyn,14,8,0.216,mobile_app
WIT_00000860,Manhattan,12,4,0.388,mobile_app
WIT_00000861,Staten_Island,5,1,0.237,social_media
WIT_00000862,Manhattan,14,7,0.209,mobile_app
WIT_00000863,Brooklyn,15,9,0.287,mobile_app
WIT_00000864,Staten_Island,6,1,0.448,mobile_app
WIT_00000865,Bronx,12,2,0.404,mobile_app
WIT_00000866,Manhattan,13,6,0.566,social_media
WIT_00000867,Bronx,9,1,0.375,mobile_app
WIT_00000868,Queens,13,2,0.322,mobile_app
WIT_00000869,Manhattan,24,10,0.16,mobile_app
WIT_00000870,Queens,12,4,0.444,mobile_app
WIT_00000871,Brooklyn,22,8,0.425,mobile_app
WIT_00000872,Queens,18,10,0.23,mobile_app
WIT_00000873,Bronx,10,3,0.371,mobile_app
WIT_00000874,Brooklyn,21,9,0.532,mobile_app
WIT_00000875,Staten_Island,5,2,0.544,mobile_app
WIT_00000876,Queens,13,4,0.232,mobile_app
WIT_00000877,Bronx,5,2,0.499,social_media
WIT_00000878,Staten_Island,6,4,0.366,social_media
WIT_00000879,Manhattan,11,4,0.169,anonymous_tip
WIT_00000880,Manhattan,15,2,0.214,social_media
WIT_00000881,Manhattan,18,8,0.478,mobile_app
WIT_00000882,Brooklyn,19,4,0.381,mobile_app
WIT_00000883,Manhattan,14,8,0.121,mobile_app
WIT_00000884,Queens,9,4,0.421,social_media
WIT_00000885,Brooklyn,25,14,0.403,mobile_app
WIT_00000886,Queens,15,4,0.387,mobile_app
WIT_00000887,Queens,17,6,0.265,mobile_app
WIT_00000888,Manhattan,16,6,0.154,mobile_app
WIT_00000889,Brooklyn,17,6,0.386,mobile_app
WIT_00000890,Manhattan,12,6,0.449,social_media
WIT_00000891,Brooklyn,22,7,0.247,mobile_app
WIT_00000892,Staten_Island,13,6,0.401,mobile_app
WIT_00000893,Queens,14,7,0.463,anonymous_tip
WIT_00000894,Manhattan,13,3,0.401,mobile_app
WIT_00000895,Bronx,12,2,0.379,mobile_app
WIT_00000896,Manhattan,21,4,0.301,mobile_app
WIT_00000897,Manhattan,14,5,0.403,mobile_app
WIT_00000898,Manhattan,17,8,0.25,mobile_app
WIT_00000899,Brooklyn,17,5,0.496,mobile_app
WIT_00000900,Queens,13,9,0.526,mobile_app
WIT_00000901,Brooklyn,12,6,0.322,mobile_app
WIT_00000902,Queens,16,8,0.246,mobile_app
WIT_00000903,Queens,10,3,0.457,mobile_app
WIT_00000904,Brooklyn,22,9,0.376,mobile_app
WIT_00000905,Staten_Island,6,1,0.497,social_media
WIT_00000906,Manhattan,21,9,0.195,mobile_app
WIT_00000907,Staten_Island,10,5,0.27,mobile_app
WIT_00000908,Staten_Island,10,3,0.422,mobile_app
WIT_00000909,Brooklyn,17,3,0.322,anonymous_tip
WIT_00000910,Manhattan,17,7,0.326,mobile_app
WIT_00000911,Manhattan,14,5,0.248,mobile_app
WIT_00000912,Manhattan,20,9,0.486,mobile_app
WIT_00000913,Bronx,16,9,0.437,mobile_app
WIT_00000914,Manhattan,12,5,0.587,mobile_app
WIT_00000915,Manhattan,10,6,0.373,mobile_app
WIT_00000916,Manhattan,14,5,0.497,mobile_app
WIT_00000917,Bronx,6,3,0.331,anonymous_tip
WIT_00000918,Manhattan,15,1,0.117,mobile_app
WIT_00000919,Staten_Island,7,0,0.392,mobile_app
WIT_00000920,Queens,15,5,0.122,mobile_app
WIT_00000921,Manhattan,12,7,0.493,mobile_app
WIT_00000922,Bronx,9,3,0.269,camera_network
WIT_00000923,Queens,7,2,0.276,anonymous_tip
WIT_00000924,Bronx,7,3,0.238,mobile_app
WIT_00000925,Staten_Island,6,1,0.136,mobile_app
WIT_00000926,Manhattan,22,7,0.356,mobile_app
WIT_00000927,Bronx,12,1,0.512,social_media
WIT_00000928,Bronx,8,3,0.292,mobile_app
WIT_00000929,Staten_Island,8,2,0.162,social_media
WIT_00000930,Manhattan,17,6,0.375,mobile_app
WIT_00000931,Brooklyn,8,3,0.388,news_report
WIT_00000932,Brooklyn,17,3,0.135,mobile_app
WIT_00000933,Manhattan,12,5,0.147,mobile_app
WIT_00000934,Staten_Island,8,2,0.294,camera_network
WIT_00000935,Manhattan,19,8,0.384,mobile_app
WIT_00000936,Queens,11,0,0.277,mobile_app
WIT_00000937,Queens,16,8,0.223,mobile_app
WIT_00000938,Manhattan,18,10,0.168,mobile_app
WIT_00000939,Staten_Island,4,2,0.444,police_scanner
WIT_00000940,Manhattan,17,7,0.356,mobile_app
WIT_00000941,Bronx,7,3,0.481,mobile_app
WIT_00000942,Manhattan,13,3,0.198,mobile_app
WIT_00000943,Manhattan,14,5,0.305,mobile_app
WIT_00000944,Manhattan,17,7,0.391,mobile_app
WIT_00000945,Staten_Island,12,4,0.486,social_media
WIT_00000946,Queens,12,5,0.158,mobile_app
WIT_00000947,Staten_Island,7,2,0.538,mobile_app
WIT_00000948,Manhattan,10,4,0.201,mobile_app
WIT_00000949,Manhattan,11,5,0.22,mobile_app
WIT_00000950,Manhattan,15,8,0.516,mobile_app
WIT_00000951,Queens,11,5,0.207,anonymous_tip
WIT_00000952,Manhattan,13,7,0.442,mobile_app
WIT_00000953,Staten_Island,10,6,0.372,mobile_app
WIT_00000954,Queens,14,2,0.156,mobile_app
WIT_00000955,Manhattan,16,5,0.202,mobile_app
WIT_00000956,Manhattan,22,11,0.324,mobile_app
WIT_00000957,Bronx,7,3,0.322,mobile_app
WIT_00000958,Staten_Island,5,1,0.543,mobile_app
WIT_00000959,Staten_Island,5,3,0.267,mobile_app
WIT_00000960,Staten_Island,8,3,0.342,social_media
WIT_00000961,Bronx,10,2,0.499,social_media
WIT_00000962,Brooklyn,15,5,0.194,mobile_app
WIT_00000963,Bronx,17,4,0.33,mobile_app
WIT_00000964,Manhattan,21,9,0.534,mobile_app
WIT_00000965,Queens,11,5,0.189,mobile_app
WIT_00000966,Bronx,11,4,0.493,mobile_app
WIT_00000967,Brooklyn,8,3,0.435,mobile_app
WIT_00000968,Bronx,12,3,0.448,mobile_app
WIT_00000969,Bronx,7,5,0.582,mobile_app
WIT_00000970,Staten_Island,7,5,0.317,mobile_app
WIT_00000971,Queens,12,4,0.1,mobile_app
WIT_00000972,Queens,14,6,0.206,mobile_app
WIT_00000973,Manhattan,18,5,0.399,mobile_app
WIT_00000974,Bronx,8,3,0.135,mobile_app
WIT_00000975,Staten_Island,8,2,0.362,mobile_app
WIT_00000976,Queens,16,6,0.192,mobile_app
WIT_00000977,Bronx,8,1,0.392,mobile_app
WIT_00000978,Bronx,11,3,0.452,camera_network
WIT_00000979,Bronx,10,4,0.186,mobile_app
WIT_00000980,Manhattan,19,6,0.439,mobile_app
WIT_00000981,Manhattan,14,7,0.254,mobile_app
WIT_00000982,Brooklyn,16,5,0.392,mobile_app
WIT_00000983,Manhattan,15,6,0.215,mobile_app
WIT_00000984,Bronx,12,8,0.127,mobile_app
WIT_00000985,Manhattan,20,11,0.412,mobile_app
WIT_00000986,Manhattan,8,1,0.379,mobile_app
WIT_00000987,Queens,18,7,0.296,mobile_app
WIT_00000988,Manhattan,13,4,0.4,mobile_app
