sequence_id,split,hist_t-5_lat,hist_t-5_lon,hist_t-5_hours_before_target,hist_t-4_lat,hist_t-4_lon,hist_t-4_hours_before_target,hist_t-3_lat,hist_t-3_lon,hist_t-3_hours_before_target,hist_t-2_lat,hist_t-2_lon,hist_t-2_hours_before_target,hist_t-1_lat,hist_t-1_lon,hist_t-1_hours_before_target,target_timestamp,target_latitude,target_longitude
SEQ_0000119,train,40.61188,-73.94244,2.058,40.66106,-73.87667,1.869,40.58743,-73.93386,1.422,40.63925,-73.90907,1.172,40.6782,-73.90175,0.918,2025-01-02 16:39:37.000000000,40.5854,-73.95183
SEQ_0000120,train,40.66106,-73.87667,2.418,40.58743,-73.93386,1.97,40.63925,-73.90907,1.721,40.6782,-73.90175,1.466,40.5854,-73.95183,0.548,2025-01-02 17:12:30.000000000,40.65748,-73.99524
SEQ_0000121,train,40.58743,-73.93386,2.009,40.63925,-73.90907,1.76,40.6782,-73.90175,1.506,40.5854,-73.95183,0.588,40.65748,-73.99524,0.039,2025-01-02 17:14:52.000000000,40.65622,-74.00022
SEQ_0000122,train,40.63925,-73.90907,1.8,40.6782,-73.90175,1.546,40.5854,-73.95183,0.628,40.65748,-73.99524,0.08,40.65622,-74.00022,0.04,2025-01-02 17:17:16.365759966,40.63725,-73.98542
SEQ_0000123,train,40.6782,-73.90175,1.629,40.5854,-73.95183,0.711,40.65748,-73.99524,0.163,40.65622,-74.00022,0.124,40.63725,-73.98542,0.084,2025-01-02 17:22:17.133812459,40.60051,-73.95774
SEQ_0000124,train,40.5854,-73.95183,0.714,40.65748,-73.99524,0.166,40.65622,-74.00022,0.126,40.63725,-73.98542,0.086,40.60051,-73.95774,0.002,2025-01-02 17:22:26.077007731,40.6019,-73.95958
SEQ_0000125,train,40.65748,-73.99524,0.587,40.65622,-74.00022,0.548,40.63725,-73.98542,0.507,40.60051,-73.95774,0.424,40.6019,-73.95958,0.421,2025-01-02 17:47:43.000000000,40.58606,-73.85398
SEQ_0000126,train,40.65622,-74.00022,1.126,40.63725,-73.98542,1.086,40.60051,-73.95774,1.003,40.6019,-73.95958,1.0,40.58606,-73.85398,0.579,2025-01-02 18:22:27.000000000,40.66996,-73.88915
SEQ_0000127,train,40.63725,-73.98542,1.179,40.60051,-73.95774,1.096,40.6019,-73.95958,1.093,40.58606,-73.85398,0.672,40.66996,-73.88915,0.093,2025-01-02 18:28:01.000000000,40.66198,-73.91158
SEQ_0000128,train,40.60051,-73.95774,1.148,40.6019,-73.95958,1.146,40.58606,-73.85398,0.724,40.66996,-73.88915,0.146,40.66198,-73.91158,0.053,2025-01-02 18:31:11.000000000,40.67498,-73.88516
SEQ_0000129,train,40.6019,-73.95958,1.386,40.58606,-73.85398,0.965,40.66996,-73.88915,0.386,40.66198,-73.91158,0.293,40.67498,-73.88516,0.24,2025-01-02 18:45:36.000000000,40.68995,-73.9411
SEQ_0000130,train,40.58606,-73.85398,0.992,40.66996,-73.88915,0.414,40.66198,-73.91158,0.321,40.67498,-73.88516,0.268,40.68995,-73.9411,0.028,2025-01-02 18:47:16.000000000,40.69252,-73.93947
SEQ_0000131,train,40.66996,-73.88915,0.478,40.66198,-73.91158,0.386,40.67498,-73.88516,0.333,40.68995,-73.9411,0.092,40.69252,-73.93947,0.065,2025-01-02 18:51:09.000000000,40.64499,-73.91215
SEQ_0000132,train,40.66198,-73.91158,0.398,40.67498,-73.88516,0.346,40.68995,-73.9411,0.105,40.69252,-73.93947,0.078,40.64499,-73.91215,0.013,2025-01-02 18:51:55.000000000,40.64672,-73.90873
SEQ_0000133,train,40.67498,-73.88516,0.394,40.68995,-73.9411,0.154,40.69252,-73.93947,0.126,40.64499,-73.91215,0.061,40.64672,-73.90873,0.048,2025-01-02 18:54:48.812898858,40.64877,-73.90382
SEQ_0000134,train,40.68995,-73.9411,0.201,40.69252,-73.93947,0.173,40.64499,-73.91215,0.108,40.64672,-73.90873,0.096,40.64877,-73.90382,0.047,2025-01-02 18:57:39.000000000,40.63674,-73.9046
SEQ_0000135,train,40.69252,-73.93947,0.254,40.64499,-73.91215,0.19,40.64672,-73.90873,0.177,40.64877,-73.90382,0.129,40.63674,-73.9046,0.081,2025-01-02 19:02:32.000000000,40.6364,-73.89976
SEQ_0000136,train,40.64499,-73.91215,0.588,40.64672,-73.90873,0.575,40.64877,-73.90382,0.526,40.63674,-73.9046,0.479,40.6364,-73.89976,0.398,2025-01-02 19:26:24.000000000,40.59772,-73.97552
SEQ_0000137,train,40.64672,-73.90873,0.841,40.64877,-73.90382,0.793,40.63674,-73.9046,0.746,40.6364,-73.89976,0.664,40.59772,-73.97552,0.266,2025-01-02 19:42:23.000000000,40.69546,-73.9106
SEQ_0000138,train,40.64877,-73.90382,0.86,40.63674,-73.9046,0.812,40.6364,-73.89976,0.731,40.59772,-73.97552,0.333,40.69546,-73.9106,0.067,2025-01-02 19:46:24.000000000,40.71075,-73.88478
SEQ_0000139,train,40.63674,-73.9046,1.336,40.6364,-73.89976,1.255,40.59772,-73.97552,0.857,40.69546,-73.9106,0.591,40.71075,-73.88478,0.524,2025-01-02 20:17:50.000000000,40.74007,-73.87946
SEQ_0000140,train,40.6364,-73.89976,1.287,40.59772,-73.97552,0.889,40.69546,-73.9106,0.622,40.71075,-73.88478,0.556,40.74007,-73.87946,0.032,2025-01-02 20:19:44.000000000,40.75271,-73.83747
SEQ_0000141,train,40.59772,-73.97552,1.094,40.69546,-73.9106,0.828,40.71075,-73.88478,0.761,40.74007,-73.87946,0.237,40.75271,-73.83747,0.205,2025-01-02 20:32:03.239284237,40.74328,-73.9873
SEQ_0000142,train,40.69546,-73.9106,1.073,40.71075,-73.88478,1.006,40.74007,-73.87946,0.482,40.75271,-73.83747,0.45,40.74328,-73.9873,0.245,2025-01-02 20:46:45.000000000,40.67531,-73.95485
SEQ_0000143,train,40.71075,-73.88478,1.177,40.74007,-73.87946,0.653,40.75271,-73.83747,0.622,40.74328,-73.9873,0.416,40.67531,-73.95485,0.171,2025-01-02 20:57:02.000000000,40.65619,-73.97962
SEQ_0000144,train,40.74007,-73.87946,0.679,40.75271,-73.83747,0.648,40.74328,-73.9873,0.442,40.67531,-73.95485,0.197,40.65619,-73.97962,0.026,2025-01-02 20:58:35.000000000,40.65778,-73.97274
SEQ_0000145,train,40.75271,-73.83747,0.742,40.74328,-73.9873,0.537,40.67531,-73.95485,0.292,40.65619,-73.97962,0.121,40.65778,-73.97274,0.095,2025-01-02 21:04:16.000000000,40.64378,-73.98089
SEQ_0000146,train,40.74328,-73.9873,0.579,40.67531,-73.95485,0.334,40.65619,-73.97962,0.163,40.65778,-73.97274,0.137,40.64378,-73.98089,0.042,2025-01-02 21:06:48.000000000,40.65486,-73.95625
SEQ_0000147,train,40.67531,-73.95485,0.376,40.65619,-73.97962,0.204,40.65778,-73.97274,0.178,40.64378,-73.98089,0.084,40.65486,-73.95625,0.041,2025-01-02 21:09:17.000000000,40.64397,-73.97231
SEQ_0000148,train,40.65619,-73.97962,0.318,40.65778,-73.97274,0.292,40.64378,-73.98089,0.198,40.65486,-73.95625,0.156,40.64397,-73.97231,0.114,2025-01-02 21:16:08.000000000,40.64005,-73.99008
SEQ_0000149,train,40.65778,-73.97274,0.385,40.64378,-73.98089,0.29,40.65486,-73.95625,0.248,40.64397,-73.97231,0.206,40.64005,-73.99008,0.092,2025-01-02 21:21:39.603722985,40.82684,-73.94744
SEQ_0000150,train,40.64378,-73.98089,0.648,40.65486,-73.95625,0.606,40.64397,-73.97231,0.565,40.64005,-73.99008,0.451,40.82684,-73.94744,0.358,2025-01-02 21:43:10.000000000,40.81896,-73.84629
SEQ_0000151,train,40.65486,-73.95625,0.782,40.64397,-73.97231,0.741,40.64005,-73.99008,0.626,40.82684,-73.94744,0.534,40.81896,-73.84629,0.176,2025-01-02 21:53:43.000000000,40.72943,-73.83779
SEQ_0000152,train,40.64397,-73.97231,0.827,40.64005,-73.99008,0.713,40.82684,-73.94744,0.621,40.81896,-73.84629,0.262,40.72943,-73.83779,0.087,2025-01-02 21:58:55.000000000,40.74785,-73.85419
SEQ_0000153,train,40.64005,-73.99008,0.802,40.82684,-73.94744,0.71,40.81896,-73.84629,0.352,40.72943,-73.83779,0.176,40.74785,-73.85419,0.089,2025-01-02 22:04:16.828015882,40.7529,-73.89964
SEQ_0000154,train,40.82684,-73.94744,0.815,40.81896,-73.84629,0.457,40.72943,-73.83779,0.281,40.74785,-73.85419,0.194,40.7529,-73.89964,0.105,2025-01-02 22:10:35.000000000,40.73997,-73.86379
SEQ_0000155,train,40.81896,-73.84629,0.715,40.72943,-73.83779,0.539,40.74785,-73.85419,0.452,40.7529,-73.89964,0.363,40.73997,-73.86379,0.258,2025-01-02 22:26:04.000000000,40.72738,-73.86849
SEQ_0000156,train,40.72943,-73.83779,0.687,40.74785,-73.85419,0.6,40.7529,-73.89964,0.511,40.73997,-73.86379,0.406,40.72738,-73.86849,0.148,2025-01-02 22:34:56.000000000,40.71824,-73.91362
SEQ_0000157,train,40.74785,-73.85419,0.693,40.7529,-73.89964,0.604,40.73997,-73.86379,0.499,40.72738,-73.86849,0.241,40.71824,-73.91362,0.093,2025-01-02 22:40:30.000000000,40.67522,-73.99552
SEQ_0000158,train,40.7529,-73.89964,0.724,40.73997,-73.86379,0.619,40.72738,-73.86849,0.361,40.71824,-73.91362,0.213,40.67522,-73.99552,0.12,2025-01-02 22:47:43.000000000,40.6613,-73.99948
SEQ_0000159,train,40.73997,-73.86379,0.821,40.72738,-73.86849,0.563,40.71824,-73.91362,0.415,40.67522,-73.99552,0.322,40.6613,-73.99948,0.202,2025-01-02 22:59:50.000000000,40.60286,-73.99331
SEQ_0000160,train,40.72738,-73.86849,0.565,40.71824,-73.91362,0.417,40.67522,-73.99552,0.324,40.6613,-73.99948,0.204,40.60286,-73.99331,0.002,2025-01-02 22:59:58.000000000,40.58902,-73.99385
SEQ_0000161,train,40.71824,-73.91362,0.419,40.67522,-73.99552,0.326,40.6613,-73.99948,0.206,40.60286,-73.99331,0.004,40.58902,-73.99385,0.002,2025-01-02 23:00:04.222891146,40.59358,-73.9915
SEQ_0000162,train,40.67522,-73.99552,0.564,40.6613,-73.99948,0.444,40.60286,-73.99331,0.242,40.58902,-73.99385,0.24,40.59358,-73.9915,0.238,2025-01-02 23:14:21.000000000,40.58853,-73.93135
SEQ_0000163,train,40.6613,-73.99948,0.546,40.60286,-73.99331,0.344,40.58902,-73.99385,0.341,40.59358,-73.9915,0.34,40.58853,-73.93135,0.102,2025-01-02 23:20:27.000000000,40.58515,-74.03134
SEQ_0000164,train,40.60286,-73.99331,0.443,40.58902,-73.99385,0.441,40.59358,-73.9915,0.439,40.58853,-73.93135,0.201,40.58515,-74.03134,0.099,2025-01-02 23:26:25.000000000,40.59047,-74.03442
SEQ_0000165,train,40.58902,-73.99385,0.578,40.59358,-73.9915,0.576,40.58853,-73.93135,0.338,40.58515,-74.03134,0.236,40.59047,-74.03442,0.137,2025-01-02 23:34:37.000000000,40.62566,-74.00338
SEQ_0000166,train,40.59358,-73.9915,0.619,40.58853,-73.93135,0.381,40.58515,-74.03134,0.279,40.59047,-74.03442,0.18,40.62566,-74.00338,0.043,2025-01-02 23:37:12.000000000,40.63335,-74.00252
SEQ_0000167,train,40.58853,-73.93135,0.424,40.58515,-74.03134,0.322,40.59047,-74.03442,0.223,40.62566,-74.00338,0.086,40.63335,-74.00252,0.043,2025-01-02 23:39:47.000000000,40.61943,-74.00452
SEQ_0000168,train,40.58515,-74.03134,0.329,40.59047,-74.03442,0.229,40.62566,-74.00338,0.092,40.63335,-74.00252,0.049,40.61943,-74.00452,0.006,2025-01-02 23:40:10.000000000,40.62907,-73.98828
SEQ_0000169,train,40.59047,-74.03442,0.348,40.62566,-74.00338,0.211,40.63335,-74.00252,0.168,40.61943,-74.00452,0.125,40.62907,-73.98828,0.118,2025-01-02 23:47:16.414768032,40.65131,-73.87038
SEQ_0000170,train,40.62566,-74.00338,0.464,40.63335,-74.00252,0.42,40.61943,-74.00452,0.377,40.62907,-73.98828,0.371,40.65131,-73.87038,0.253,2025-01-03 00:02:25.772701812,40.81888,-73.96526
SEQ_0000171,train,40.63335,-74.00252,0.455,40.61943,-74.00452,0.412,40.62907,-73.98828,0.406,40.65131,-73.87038,0.287,40.81888,-73.96526,0.035,2025-01-03 00:04:31.000000000,40.81865,-73.96459
SEQ_0000172,train,40.61943,-74.00452,1.038,40.62907,-73.98828,1.031,40.65131,-73.87038,0.913,40.81888,-73.96526,0.66,40.81865,-73.96459,0.625,2025-01-03 00:42:02.188584055,40.78495,-73.9564
SEQ_0000173,train,40.62907,-73.98828,1.041,40.65131,-73.87038,0.923,40.81888,-73.96526,0.67,40.81865,-73.96459,0.635,40.78495,-73.9564,0.01,2025-01-03 00:42:37.674328830,40.78871,-73.9618
SEQ_0000174,train,40.65131,-73.87038,0.946,40.81888,-73.96526,0.693,40.81865,-73.96459,0.658,40.78495,-73.9564,0.033,40.78871,-73.9618,0.023,2025-01-03 00:44:01.107259814,40.7755,-73.9624
SEQ_0000175,train,40.81888,-73.96526,0.71,40.81865,-73.96459,0.675,40.78495,-73.9564,0.05,40.78871,-73.9618,0.04,40.7755,-73.9624,0.017,2025-01-03 00:45:01.254778638,40.76892,-73.97873
SEQ_0000176,train,40.81865,-73.96459,0.692,40.78495,-73.9564,0.067,40.78871,-73.9618,0.057,40.7755,-73.9624,0.034,40.76892,-73.97873,0.017,2025-01-03 00:46:03.250196988,40.78099,-73.98069
SEQ_0000177,train,40.78495,-73.9564,0.158,40.78871,-73.9618,0.148,40.7755,-73.9624,0.125,40.76892,-73.97873,0.108,40.78099,-73.98069,0.091,2025-01-03 00:51:30.000000000,40.76933,-73.97719
SEQ_0000178,train,40.78871,-73.9618,0.158,40.7755,-73.9624,0.135,40.76892,-73.97873,0.118,40.78099,-73.98069,0.101,40.76933,-73.97719,0.01,2025-01-03 00:52:06.000000000,40.75014,-73.9843
SEQ_0000179,train,40.7755,-73.9624,0.718,40.76892,-73.97873,0.701,40.78099,-73.98069,0.684,40.76933,-73.97719,0.593,40.75014,-73.9843,0.583,2025-01-03 01:27:05.000000000,40.72627,-73.93811
SEQ_0000180,train,40.76892,-73.97873,0.737,40.78099,-73.98069,0.719,40.76933,-73.97719,0.629,40.75014,-73.9843,0.619,40.72627,-73.93811,0.036,2025-01-03 01:29:13.000000000,40.72592,-73.93888
SEQ_0000181,train,40.78099,-73.98069,1.142,40.76933,-73.97719,1.051,40.75014,-73.9843,1.041,40.72627,-73.93811,0.458,40.72592,-73.93888,0.423,2025-01-03 01:54:35.000000000,40.85295,-73.89284
SEQ_0000182,train,40.76933,-73.97719,1.926,40.75014,-73.9843,1.916,40.72627,-73.93811,1.333,40.72592,-73.93888,1.297,40.85295,-73.89284,0.874,2025-01-03 02:47:03.000000000,40.71262,-74.01141
SEQ_0000183,train,40.75014,-73.9843,3.627,40.72627,-73.93811,3.044,40.72592,-73.93888,3.008,40.85295,-73.89284,2.586,40.71262,-74.01141,1.711,2025-01-03 04:29:42.866060693,40.86117,-73.92089
SEQ_0000184,train,40.72627,-73.93811,4.138,40.72592,-73.93888,4.102,40.85295,-73.89284,3.68,40.71262,-74.01141,2.805,40.86117,-73.92089,1.094,2025-01-03 05:35:22.000000000,40.62449,-73.90299
SEQ_0000185,train,40.72592,-73.93888,4.708,40.85295,-73.89284,4.285,40.71262,-74.01141,3.411,40.86117,-73.92089,1.7,40.62449,-73.90299,0.605,2025-01-03 06:11:41.762789893,40.87294,-73.93428
SEQ_0000186,train,40.85295,-73.89284,8.2,40.71262,-74.01141,7.326,40.86117,-73.92089,5.614,40.62449,-73.90299,4.52,40.87294,-73.93428,3.915,2025-01-03 10:06:35.000000000,40.90363,-73.84248
SEQ_0000187,train,40.71262,-74.01141,8.234,40.86117,-73.92089,6.523,40.62449,-73.90299,5.429,40.87294,-73.93428,4.824,40.90363,-73.84248,0.909,2025-01-03 11:01:07.000000000,40.77514,-73.96021
SEQ_0000188,train,40.86117,-73.92089,6.866,40.62449,-73.90299,5.772,40.87294,-73.93428,5.166,40.90363,-73.84248,1.252,40.77514,-73.96021,0.343,2025-01-03 11:21:41.000000000,40.72151,-74.01115
SEQ_0000189,train,40.62449,-73.90299,5.827,40.87294,-73.93428,5.221,40.90363,-73.84248,1.307,40.77514,-73.96021,0.398,40.72151,-74.01115,0.055,2025-01-03 11:24:58.440733683,40.88335,-73.89019
SEQ_0000190,train,40.87294,-73.93428,5.674,40.90363,-73.84248,1.759,40.77514,-73.96021,0.85,40.72151,-74.01115,0.507,40.88335,-73.89019,0.452,2025-01-03 11:52:07.013061736,40.85171,-73.81356
SEQ_0000191,train,40.90363,-73.84248,2.269,40.77514,-73.96021,1.36,40.72151,-74.01115,1.018,40.88335,-73.89019,0.963,40.85171,-73.81356,0.51,2025-01-03 12:22:44.000000000,40.86644,-73.94306
SEQ_0000192,train,40.77514,-73.96021,1.486,40.72151,-74.01115,1.143,40.88335,-73.89019,1.088,40.85171,-73.81356,0.636,40.86644,-73.94306,0.126,2025-01-03 12:30:17.000000000,40.88097,-73.88727
SEQ_0000193,train,40.72151,-74.01115,1.232,40.88335,-73.89019,1.177,40.85171,-73.81356,0.724,40.86644,-73.94306,0.214,40.88097,-73.88727,0.088,2025-01-03 12:35:35.000000000,40.90694,-73.85247
SEQ_0000194,train,40.88335,-73.89019,1.297,40.85171,-73.81356,0.844,40.86644,-73.94306,0.334,40.88097,-73.88727,0.208,40.90694,-73.85247,0.12,2025-01-03 12:42:46.000000000,40.8955,-73.82359
SEQ_0000195,train,40.85171,-73.81356,1.071,40.86644,-73.94306,0.561,40.88097,-73.88727,0.435,40.90694,-73.85247,0.347,40.8955,-73.82359,0.227,2025-01-03 12:56:24.311334586,40.6926,-73.89862
SEQ_0000196,train,40.86644,-73.94306,0.737,40.88097,-73.88727,0.611,40.90694,-73.85247,0.523,40.8955,-73.82359,0.403,40.6926,-73.89862,0.176,2025-01-03 13:06:57.388589238,40.61771,-73.91941
SEQ_0000197,train,40.88097,-73.88727,0.62,40.90694,-73.85247,0.532,40.8955,-73.82359,0.412,40.6926,-73.89862,0.185,40.61771,-73.91941,0.009,2025-01-03 13:07:29.025331759,40.6363,-73.91728
SEQ_0000198,train,40.90694,-73.85247,1.156,40.8955,-73.82359,1.036,40.6926,-73.89862,0.809,40.61771,-73.91941,0.633,40.6363,-73.91728,0.624,2025-01-03 13:44:55.000000000,40.58986,-73.93059
SEQ_0000199,train,40.8955,-73.82359,1.491,40.6926,-73.89862,1.264,40.61771,-73.91941,1.088,40.6363,-73.91728,1.079,40.58986,-73.93059,0.455,2025-01-03 14:12:13.000000000,40.61059,-74.02594
SEQ_0000200,train,40.6926,-73.89862,1.714,40.61771,-73.91941,1.538,40.6363,-73.91728,1.529,40.58986,-73.93059,0.906,40.61059,-74.02594,0.451,2025-01-03 14:39:15.000000000,40.61407,-74.14214
SEQ_0000201,train,40.61771,-73.91941,1.58,40.6363,-73.91728,1.571,40.58986,-73.93059,0.947,40.61059,-74.02594,0.492,40.61407,-74.14214,0.042,2025-01-03 14:41:45.044188296,40.7,-74.019
SEQ_0000202,train,40.6363,-73.91728,1.647,40.58986,-73.93059,1.023,40.61059,-74.02594,0.568,40.61407,-74.14214,0.117,40.7,-74.019,0.076,2025-01-03 14:46:17.466871088,40.80752,-73.96159
SEQ_0000203,train,40.58986,-73.93059,1.055,40.61059,-74.02594,0.6,40.61407,-74.14214,0.15,40.7,-74.019,0.108,40.80752,-73.96159,0.032,2025-01-03 14:48:13.964118393,40.81893,-73.95564
SEQ_0000204,train,40.61059,-74.02594,1.001,40.61407,-74.14214,0.55,40.7,-74.019,0.508,40.80752,-73.96159,0.433,40.81893,-73.95564,0.4,2025-01-03 15:12:15.000000000,40.88213,-73.83985
SEQ_0000205,train,40.61407,-74.14214,0.557,40.7,-74.019,0.515,40.80752,-73.96159,0.439,40.81893,-73.95564,0.407,40.88213,-73.83985,0.007,2025-01-03 15:12:39.000000000,40.8828,-73.83733
SEQ_0000206,train,40.7,-74.019,0.883,40.80752,-73.96159,0.808,40.81893,-73.95564,0.775,40.88213,-73.83985,0.375,40.8828,-73.83733,0.368,2025-01-03 15:34:45.000000000,40.84076,-73.91048
SEQ_0000207,train,40.80752,-73.96159,0.861,40.81893,-73.95564,0.829,40.88213,-73.83985,0.428,40.8828,-73.83733,0.422,40.84076,-73.91048,0.053,2025-01-03 15:37:57.000000000,40.8489,-73.89638
SEQ_0000208,train,40.81893,-73.95564,1.441,40.88213,-73.83985,1.041,40.8828,-73.83733,1.034,40.84076,-73.91048,0.666,40.8489,-73.89638,0.613,2025-01-03 16:14:43.000000000,40.86121,-73.88825
SEQ_0000209,train,40.88213,-73.83985,1.199,40.8828,-73.83733,1.192,40.84076,-73.91048,0.824,40.8489,-73.89638,0.771,40.86121,-73.88825,0.158,2025-01-03 16:24:11.000000000,40.87688,-73.88535
SEQ_0000210,train,40.8828,-73.83733,1.392,40.84076,-73.91048,1.023,40.8489,-73.89638,0.97,40.86121,-73.88825,0.357,40.87688,-73.88535,0.199,2025-01-03 16:36:09.000000000,40.83383,-73.87389
SEQ_0000211,train,40.84076,-73.91048,1.039,40.8489,-73.89638,0.985,40.86121,-73.88825,0.372,40.87688,-73.88535,0.215,40.83383,-73.87389,0.015,2025-01-03 16:37:04.000000000,40.83581,-73.87427
SEQ_0000212,train,40.8489,-73.89638,1.581,40.86121,-73.88825,0.968,40.87688,-73.88535,0.81,40.83383,-73.87389,0.611,40.83581,-73.87427,0.595,2025-01-03 17:12:47.000000000,40.64814,-73.78643
SEQ_0000213,train,40.86121,-73.88825,0.974,40.87688,-73.88535,0.816,40.83383,-73.87389,0.617,40.83581,-73.87427,0.602,40.64814,-73.78643,0.006,2025-01-03 17:13:10.000000000,40.64682,-73.79401
SEQ_0000214,train,40.87688,-73.88535,0.845,40.83383,-73.87389,0.645,40.83581,-73.87427,0.63,40.64814,-73.78643,0.035,40.64682,-73.79401,0.028,2025-01-03 17:14:52.000000000,40.65372,-73.7984
SEQ_0000215,train,40.83383,-73.87389,0.701,40.83581,-73.87427,0.685,40.64814,-73.78643,0.09,40.64682,-73.79401,0.084,40.65372,-73.7984,0.055,2025-01-03 17:18:11.000000000,40.64951,-73.78423
SEQ_0000216,train,40.83581,-73.87427,0.725,40.64814,-73.78643,0.129,40.64682,-73.79401,0.123,40.65372,-73.7984,0.095,40.64951,-73.78423,0.039,2025-01-03 17:20:33.000000000,40.62954,-73.79159
SEQ_0000217,train,40.64814,-73.78643,0.171,40.64682,-73.79401,0.164,40.65372,-73.7984,0.136,40.64951,-73.78423,0.081,40.62954,-73.79159,0.041,2025-01-03 17:23:02.000000000,40.63178,-73.77479
SEQ_0000218,train,40.64682,-73.79401,0.36,40.65372,-73.7984,0.332,40.64951,-73.78423,0.277,40.62954,-73.79159,0.237,40.63178,-73.77479,0.196,2025-01-03 17:34:47.000000000,40.70558,-73.72831
SEQ_0000219,train,40.65372,-73.7984,0.482,40.64951,-73.78423,0.427,40.62954,-73.79159,0.387,40.63178,-73.77479,0.346,40.70558,-73.72831,0.15,2025-01-03 17:43:47.000000000,40.73947,-73.75274
SEQ_0000220,train,40.64951,-73.78423,0.829,40.62954,-73.79159,0.789,40.63178,-73.77479,0.748,40.70558,-73.72831,0.552,40.73947,-73.75274,0.402,2025-01-03 18:07:54.000000000,40.85964,-73.9242
SEQ_0000221,train,40.62954,-73.79159,0.927,40.63178,-73.77479,0.885,40.70558,-73.72831,0.689,40.73947,-73.75274,0.539,40.85964,-73.9242,0.138,2025-01-03 18:16:09.000000000,40.85978,-73.94297
SEQ_0000222,train,40.63178,-73.77479,1.0,40.70558,-73.72831,0.804,40.73947,-73.75274,0.654,40.85964,-73.9242,0.252,40.85978,-73.94297,0.114,2025-01-03 18:23:00.690539933,40.76686,-73.87494
SEQ_0000223,train,40.70558,-73.72831,0.998,40.73947,-73.75274,0.848,40.85964,-73.9242,0.446,40.85978,-73.94297,0.308,40.76686,-73.87494,0.194,2025-01-03 18:34:39.257762008,40.76914,-73.81412
SEQ_0000224,train,40.73947,-73.75274,0.925,40.85964,-73.9242,0.523,40.85978,-73.94297,0.385,40.76686,-73.87494,0.271,40.76914,-73.81412,0.077,2025-01-03 18:39:16.000000000,40.72978,-73.79562
SEQ_0000225,train,40.85964,-73.9242,0.732,40.85978,-73.94297,0.594,40.76686,-73.87494,0.48,40.76914,-73.81412,0.286,40.72978,-73.79562,0.209,2025-01-03 18:51:48.000000000,40.8372,-73.89091
SEQ_0000226,train,40.85978,-73.94297,0.605,40.76686,-73.87494,0.491,40.76914,-73.81412,0.297,40.72978,-73.79562,0.22,40.8372,-73.89091,0.011,2025-01-03 18:52:26.708181695,40.83528,-73.89368
SEQ_0000227,train,40.76686,-73.87494,0.497,40.76914,-73.81412,0.303,40.72978,-73.79562,0.226,40.8372,-73.89091,0.017,40.83528,-73.89368,0.007,2025-01-03 18:52:50.534604781,40.83496,-73.89288
SEQ_0000228,train,40.76914,-73.81412,0.621,40.72978,-73.79562,0.544,40.8372,-73.89091,0.335,40.83528,-73.89368,0.325,40.83496,-73.89288,0.318,2025-01-03 19:11:55.000000000,40.83936,-73.84225
SEQ_0000229,train,40.72978,-73.79562,0.547,40.8372,-73.89091,0.338,40.83528,-73.89368,0.327,40.83496,-73.89288,0.321,40.83936,-73.84225,0.003,2025-01-03 19:12:05.000000000,40.84302,-73.83516
SEQ_0000230,train,40.8372,-73.89091,0.735,40.83528,-73.89368,0.724,40.83496,-73.89288,0.717,40.83936,-73.84225,0.399,40.84302,-73.83516,0.397,2025-01-03 19:35:53.000000000,40.85701,-73.80286
SEQ_0000231,train,40.83528,-73.89368,0.786,40.83496,-73.89288,0.779,40.83936,-73.84225,0.461,40.84302,-73.83516,0.459,40.85701,-73.80286,0.062,2025-01-03 19:39:36.000000000,40.80514,-73.9312
SEQ_0000232,train,40.83496,-73.89288,0.793,40.83936,-73.84225,0.475,40.84302,-73.83516,0.472,40.85701,-73.80286,0.075,40.80514,-73.9312,0.013,2025-01-03 19:40:24.000000000,40.80528,-73.92804
SEQ_0000233,train,40.83936,-73.84225,0.528,40.84302,-73.83516,0.525,40.85701,-73.80286,0.128,40.80514,-73.9312,0.066,40.80528,-73.92804,0.053,2025-01-03 19:43:34.000000000,40.81394,-73.94298
